fecha,producto_id,codigo,producto,categoria,corte,real,baseline,random_forest,horizonte_dias
2026-05-01,DS-P016,FER-016,Interruptor sencillo,Eléctrico,2026-05-01,17.0000,14.2500,13.6201,7
2026-05-01,DS-P017,FER-017,Breaker 20 A enchufable,Eléctrico,2026-05-01,2.0000,6.7500,7.2834,7
2026-05-01,DS-P018,FER-018,"Cinta aislante 3/4"" x 20 m",Eléctrico,2026-05-01,21.0000,28.2500,21.7603,7
2026-05-01,DS-P019,FER-019,Bombillo LED 12 W,Eléctrico,2026-05-01,19.0000,17.0000,16.6333,7
2026-05-01,DS-P020,FER-020,"Codo PVC 1/2"" x 90°",Plomería,2026-05-01,33.0000,39.0000,44.1597,7
2026-05-01,DS-P021,FER-021,"Tee PVC 1/2""",Plomería,2026-05-01,20.0000,21.2500,24.1591,7
2026-05-01,DS-P022,FER-022,Pegamento PVC 1/4 galón,Plomería,2026-05-01,13.0000,19.7500,21.6678,7
2026-05-01,DS-P023,FER-023,"Llave de paso 1/2""",Plomería,2026-05-01,9.0000,9.5000,10.4314,7
2026-05-01,DS-P024,FER-024,Grifo metálico para lavamanos,Plomería,2026-05-01,3.0000,2.5000,2.3050,7
2026-05-01,DS-P025,FER-025,"Alicate universal 8""",Herramientas,2026-05-01,6.0000,6.7500,8.5670,7
2026-05-01,DS-P026,FER-026,Destornillador de estrella #2,Herramientas,2026-05-01,10.0000,9.2500,9.0229,7
2026-05-01,DS-P027,FER-027,"Llave ajustable 10""",Herramientas,2026-05-01,4.0000,1.7500,2.8290,7
2026-05-01,DS-P028,FER-028,"Taladro percutor 1/2"" 750 W",Herramientas Eléctricas,2026-05-01,0.0000,1.0000,0.8834,7
2026-05-01,DS-P029,FER-029,"Pulidora angular 4-1/2""",Herramientas Eléctricas,2026-05-01,1.0000,0.0000,0.2298,7
2026-05-01,DS-P030,FER-030,"Sierra circular 7-1/4""",Herramientas Eléctricas,2026-05-01,0.0000,0.2500,0.1045,7
2026-05-01,DS-P031,FER-031,Rotomartillo SDS 800 W,Herramientas Eléctricas,2026-05-01,0.0000,0.2500,0.4213,7
2026-05-01,DS-P032,FER-032,Pintura de aceite color 1 galón,Pinturas,2026-05-01,3.0000,4.2500,6.3454,7
2026-05-01,DS-P033,FER-033,Diluyente (thinner) 1 galón,Pinturas,2026-05-01,9.0000,9.5000,9.6535,7
2026-05-01,DS-P034,FER-034,"Brocha 3""",Pinturas,2026-05-01,13.0000,22.7500,21.8931,7
2026-05-01,DS-P035,FER-035,"Rodillo 9"" con bandeja",Pinturas,2026-05-01,4.0000,12.2500,11.9694,7
2026-05-01,DS-P036,FER-036,"Clavo de acero 2-1/2"" (libra)",Tornillería,2026-05-01,53.0000,33.0000,37.5361,7
2026-05-01,DS-P037,FER-037,"Perno hexagonal 3/8"" x 3"" con tuerca",Tornillería,2026-05-01,13.0000,16.2500,14.8008,7
2026-05-01,DS-P038,FER-038,"Taquete plástico 1/4"" (bolsa 100 u)",Tornillería,2026-05-01,5.0000,10.5000,13.3226,7
2026-05-01,DS-P039,FER-039,"Bisagra de acero 3"" (par)",Cerrajería,2026-05-01,10.0000,9.7500,10.6847,7
2026-05-01,DS-P040,FER-040,Cerradura de pomo para puerta,Cerrajería,2026-05-01,4.0000,2.0000,2.3107,7
2026-05-01,DS-P041,FER-041,Pala cuadrada con mango,Jardinería,2026-05-01,2.0000,4.5000,6.2891,7
2026-05-01,DS-P042,FER-042,"Machete 22""",Jardinería,2026-05-01,4.0000,4.7500,7.0205,7
2026-05-01,DS-P043,FER-043,Rastrillo metálico 16 dientes,Jardinería,2026-05-01,3.0000,1.5000,2.9378,7
2026-05-01,DS-P044,FER-044,"Manguera de jardín 1/2"" x 15 m",Jardinería,2026-05-01,6.0000,2.0000,2.2727,7
2026-05-01,DS-P045,FER-045,Guantes de cuero (par),Seguridad,2026-05-01,14.0000,8.5000,11.7754,7
2026-05-01,DS-P046,FER-046,Lentes de seguridad claros,Seguridad,2026-05-01,3.0000,8.0000,7.8435,7
2026-05-01,DS-P047,FER-047,Casco de seguridad,Seguridad,2026-05-01,0.0000,4.2500,4.2147,7
2026-05-01,DS-P048,FER-048,Silicón transparente 280 ml,Adhesivos y Selladores,2026-05-01,8.0000,8.5000,11.2069,7
2026-05-01,DS-P049,FER-049,Adhesivo de contacto 1/4 galón,Adhesivos y Selladores,2026-05-01,2.0000,6.2500,7.5596,7
2026-05-01,DS-P050,FER-050,Pegamento epóxico 2 componentes,Adhesivos y Selladores,2026-05-01,7.0000,3.7500,5.2290,7
2026-05-01,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2026-05-01,50.0000,50.5000,54.4074,7
2026-05-01,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2026-05-01,27.0000,25.7500,25.6727,7
2026-05-08,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,2026-05-08,7.0000,4.0000,3.6094,7
2026-05-08,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2026-05-08,22.0000,38.0000,40.7430,7
2026-05-08,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2026-05-08,5.0000,6.0000,8.8009,7
2026-05-08,30cf2d34-7ddc-45a8-9eac-4a9fc4cfa3f5,ELE-001,Cable THHN #12 (rollo 100 m),Eléctrico,2026-05-08,2.0000,1.0000,2.6224,7
2026-05-08,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,2026-05-08,18.0000,14.7500,16.2909,7
2026-05-08,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2026-05-08,19.0000,14.7500,14.5173,7
2026-05-08,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,2026-05-08,3.0000,9.0000,8.0131,7
2026-05-08,DS-P010,FER-010,Mortero seco 40 kg,Construcción,2026-05-08,27.0000,22.7500,25.7421,7
2026-05-08,DS-P011,FER-011,Pegamento para cerámica 20 kg,Construcción,2026-05-08,14.0000,11.2500,16.1818,7
2026-05-08,DS-P012,FER-012,Impermeabilizante acrílico 1 galón,Construcción,2026-05-08,3.0000,2.2500,2.7153,7
2026-05-08,DS-P013,FER-013,Malla electrosoldada 6x6 (lámina),Construcción,2026-05-08,5.0000,7.2500,7.5063,7
2026-05-08,DS-P014,FER-014,Alambre de amarre (libra),Construcción,2026-05-08,24.0000,24.5000,26.4774,7
2026-05-08,DS-P015,FER-015,Tomacorriente doble polarizado,Eléctrico,2026-05-08,15.0000,13.7500,15.1267,7
2026-05-08,DS-P016,FER-016,Interruptor sencillo,Eléctrico,2026-05-08,13.0000,13.2500,14.3896,7
2026-05-08,DS-P017,FER-017,Breaker 20 A enchufable,Eléctrico,2026-05-08,8.0000,5.5000,6.8022,7
2026-05-08,DS-P018,FER-018,"Cinta aislante 3/4"" x 20 m",Eléctrico,2026-05-08,26.0000,23.7500,21.5120,7
2026-05-08,DS-P019,FER-019,Bombillo LED 12 W,Eléctrico,2026-05-08,33.0000,17.0000,16.1028,7
2026-05-08,DS-P020,FER-020,"Codo PVC 1/2"" x 90°",Plomería,2026-05-08,65.0000,38.2500,41.9227,7
2026-05-08,DS-P021,FER-021,"Tee PVC 1/2""",Plomería,2026-05-08,19.0000,21.5000,23.3961,7
2026-05-08,DS-P022,FER-022,Pegamento PVC 1/4 galón,Plomería,2026-05-08,21.0000,16.7500,17.4468,7
2026-05-08,DS-P023,FER-023,"Llave de paso 1/2""",Plomería,2026-05-08,4.0000,10.7500,12.8076,7
2026-05-08,DS-P024,FER-024,Grifo metálico para lavamanos,Plomería,2026-05-08,0.0000,2.5000,2.7573,7
2026-05-08,DS-P025,FER-025,"Alicate universal 8""",Herramientas,2026-05-08,2.0000,6.7500,7.3741,7
2026-05-08,DS-P026,FER-026,Destornillador de estrella #2,Herramientas,2026-05-08,6.0000,9.0000,8.1363,7
2026-05-08,DS-P027,FER-027,"Llave ajustable 10""",Herramientas,2026-05-08,10.0000,2.5000,2.9455,7
2026-05-08,DS-P028,FER-028,"Taladro percutor 1/2"" 750 W",Herramientas Eléctricas,2026-05-08,0.0000,0.5000,1.5052,7
2026-05-08,DS-P029,FER-029,"Pulidora angular 4-1/2""",Herramientas Eléctricas,2026-05-08,2.0000,0.2500,0.3393,7
2026-05-08,DS-P030,FER-030,"Sierra circular 7-1/4""",Herramientas Eléctricas,2026-05-08,1.0000,0.2500,0.0735,7
2026-05-08,DS-P031,FER-031,Rotomartillo SDS 800 W,Herramientas Eléctricas,2026-05-08,1.0000,0.0000,0.2532,7
2026-05-08,DS-P032,FER-032,Pintura de aceite color 1 galón,Pinturas,2026-05-08,2.0000,3.7500,5.1098,7
2026-05-08,DS-P033,FER-033,Diluyente (thinner) 1 galón,Pinturas,2026-05-08,7.0000,8.7500,8.4653,7
2026-05-08,DS-P034,FER-034,"Brocha 3""",Pinturas,2026-05-08,19.0000,17.5000,18.8963,7
2026-05-08,DS-P035,FER-035,"Rodillo 9"" con bandeja",Pinturas,2026-05-08,12.0000,8.2500,13.2805,7
2026-05-08,DS-P036,FER-036,"Clavo de acero 2-1/2"" (libra)",Tornillería,2026-05-08,49.0000,38.7500,39.6854,7
2026-05-08,DS-P037,FER-037,"Perno hexagonal 3/8"" x 3"" con tuerca",Tornillería,2026-05-08,13.0000,12.7500,17.5112,7
2026-05-08,DS-P038,FER-038,"Taquete plástico 1/4"" (bolsa 100 u)",Tornillería,2026-05-08,8.0000,9.7500,11.6488,7
2026-05-08,DS-P039,FER-039,"Bisagra de acero 3"" (par)",Cerrajería,2026-05-08,7.0000,9.7500,9.8807,7
2026-05-08,DS-P040,FER-040,Cerradura de pomo para puerta,Cerrajería,2026-05-08,4.0000,2.7500,3.1603,7
2026-05-08,DS-P041,FER-041,Pala cuadrada con mango,Jardinería,2026-05-08,4.0000,4.0000,4.3055,7
2026-05-08,DS-P042,FER-042,"Machete 22""",Jardinería,2026-05-08,11.0000,5.2500,5.6788,7
2026-05-08,DS-P043,FER-043,Rastrillo metálico 16 dientes,Jardinería,2026-05-08,1.0000,2.2500,2.4582,7
2026-05-08,DS-P044,FER-044,"Manguera de jardín 1/2"" x 15 m",Jardinería,2026-05-08,2.0000,2.7500,2.7143,7
2026-05-08,DS-P045,FER-045,Guantes de cuero (par),Seguridad,2026-05-08,13.0000,10.2500,10.7393,7
2026-05-08,DS-P046,FER-046,Lentes de seguridad claros,Seguridad,2026-05-08,3.0000,5.5000,8.0698,7
2026-05-08,DS-P047,FER-047,Casco de seguridad,Seguridad,2026-05-08,5.0000,4.0000,3.3631,7
2026-05-08,DS-P048,FER-048,Silicón transparente 280 ml,Adhesivos y Selladores,2026-05-08,7.0000,7.2500,8.4014,7
2026-05-08,DS-P049,FER-049,Adhesivo de contacto 1/4 galón,Adhesivos y Selladores,2026-05-08,6.0000,4.5000,4.2075,7
2026-05-08,DS-P050,FER-050,Pegamento epóxico 2 componentes,Adhesivos y Selladores,2026-05-08,4.0000,5.0000,4.7015,7
2026-05-08,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2026-05-08,48.0000,48.7500,51.1943,7
2026-05-08,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2026-05-08,34.0000,27.0000,24.4314,7
2026-05-15,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,2026-05-15,5.0000,4.2500,4.2197,7
2026-05-15,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2026-05-15,39.0000,32.2500,45.5497,7
2026-05-15,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2026-05-15,9.0000,6.0000,6.9181,7
2026-05-15,30cf2d34-7ddc-45a8-9eac-4a9fc4cfa3f5,ELE-001,Cable THHN #12 (rollo 100 m),Eléctrico,2026-05-15,6.0000,1.5000,3.5053,7
2026-05-15,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,2026-05-15,13.0000,16.7500,16.9202,7
2026-05-15,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2026-05-15,22.0000,16.7500,18.1878,7
2026-05-15,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,2026-05-15,10.0000,6.5000,7.7562,7
2026-05-15,DS-P010,FER-010,Mortero seco 40 kg,Construcción,2026-05-15,15.0000,25.2500,24.7114,7
2026-05-15,DS-P011,FER-011,Pegamento para cerámica 20 kg,Construcción,2026-05-15,8.0000,11.5000,12.1909,7
2026-05-15,DS-P012,FER-012,Impermeabilizante acrílico 1 galón,Construcción,2026-05-15,5.0000,2.0000,2.7479,7
2026-05-15,DS-P013,FER-013,Malla electrosoldada 6x6 (lámina),Construcción,2026-05-15,5.0000,7.5000,6.7051,7
2026-05-15,DS-P014,FER-014,Alambre de amarre (libra),Construcción,2026-05-15,32.0000,27.2500,27.0365,7
2026-05-15,DS-P015,FER-015,Tomacorriente doble polarizado,Eléctrico,2026-05-15,16.0000,13.0000,12.8048,7
2026-05-15,DS-P016,FER-016,Interruptor sencillo,Eléctrico,2026-05-15,20.0000,14.2500,13.1149,7
2026-05-15,DS-P017,FER-017,Breaker 20 A enchufable,Eléctrico,2026-05-15,6.0000,6.2500,5.2849,7
2026-05-15,DS-P018,FER-018,"Cinta aislante 3/4"" x 20 m",Eléctrico,2026-05-15,14.0000,21.7500,22.0399,7
2026-05-15,DS-P019,FER-019,Bombillo LED 12 W,Eléctrico,2026-05-15,20.0000,22.0000,21.3378,7
2026-05-15,DS-P020,FER-020,"Codo PVC 1/2"" x 90°",Plomería,2026-05-15,60.0000,45.7500,47.8113,7
2026-05-15,DS-P021,FER-021,"Tee PVC 1/2""",Plomería,2026-05-15,21.0000,19.5000,21.0608,7
2026-05-15,DS-P022,FER-022,Pegamento PVC 1/4 galón,Plomería,2026-05-15,25.0000,15.5000,17.9574,7
2026-05-15,DS-P023,FER-023,"Llave de paso 1/2""",Plomería,2026-05-15,9.0000,7.7500,6.9588,7
2026-05-15,DS-P024,FER-024,Grifo metálico para lavamanos,Plomería,2026-05-15,1.0000,2.0000,3.8387,7
2026-05-15,DS-P025,FER-025,"Alicate universal 8""",Herramientas,2026-05-15,2.0000,5.5000,6.3186,7
2026-05-15,DS-P026,FER-026,Destornillador de estrella #2,Herramientas,2026-05-15,5.0000,8.0000,7.2048,7
2026-05-15,DS-P027,FER-027,"Llave ajustable 10""",Herramientas,2026-05-15,6.0000,4.2500,3.8479,7
2026-05-15,DS-P028,FER-028,"Taladro percutor 1/2"" 750 W",Herramientas Eléctricas,2026-05-15,4.0000,0.5000,0.8845,7
2026-05-15,DS-P029,FER-029,"Pulidora angular 4-1/2""",Herramientas Eléctricas,2026-05-15,0.0000,0.7500,0.7501,7
2026-05-15,DS-P030,FER-030,"Sierra circular 7-1/4""",Herramientas Eléctricas,2026-05-15,2.0000,0.2500,0.2707,7
2026-05-15,DS-P031,FER-031,Rotomartillo SDS 800 W,Herramientas Eléctricas,2026-05-15,1.0000,0.2500,0.6188,7
2026-05-15,DS-P032,FER-032,Pintura de aceite color 1 galón,Pinturas,2026-05-15,2.0000,3.2500,3.0874,7
2026-05-15,DS-P033,FER-033,Diluyente (thinner) 1 galón,Pinturas,2026-05-15,4.0000,8.2500,8.6736,7
2026-05-15,DS-P034,FER-034,"Brocha 3""",Pinturas,2026-05-15,25.0000,18.5000,20.6188,7
2026-05-15,DS-P035,FER-035,"Rodillo 9"" con bandeja",Pinturas,2026-05-15,14.0000,9.0000,12.4541,7
2026-05-15,DS-P036,FER-036,"Clavo de acero 2-1/2"" (libra)",Tornillería,2026-05-15,20.0000,38.5000,41.8216,7
2026-05-15,DS-P037,FER-037,"Perno hexagonal 3/8"" x 3"" con tuerca",Tornillería,2026-05-15,8.0000,14.2500,16.7660,7
2026-05-15,DS-P038,FER-038,"Taquete plástico 1/4"" (bolsa 100 u)",Tornillería,2026-05-15,15.0000,9.5000,8.5764,7
2026-05-15,DS-P039,FER-039,"Bisagra de acero 3"" (par)",Cerrajería,2026-05-15,11.0000,9.2500,8.8955,7
2026-05-15,DS-P040,FER-040,Cerradura de pomo para puerta,Cerrajería,2026-05-15,1.0000,3.0000,3.5069,7
2026-05-15,DS-P041,FER-041,Pala cuadrada con mango,Jardinería,2026-05-15,4.0000,4.2500,3.9957,7
2026-05-15,DS-P042,FER-042,"Machete 22""",Jardinería,2026-05-15,13.0000,6.7500,5.4497,7
2026-05-15,DS-P043,FER-043,Rastrillo metálico 16 dientes,Jardinería,2026-05-15,2.0000,1.2500,2.9295,7
2026-05-15,DS-P044,FER-044,"Manguera de jardín 1/2"" x 15 m",Jardinería,2026-05-15,3.0000,2.5000,2.5354,7
2026-05-15,DS-P045,FER-045,Guantes de cuero (par),Seguridad,2026-05-15,3.0000,12.0000,10.4915,7
2026-05-15,DS-P046,FER-046,Lentes de seguridad claros,Seguridad,2026-05-15,3.0000,5.7500,6.3752,7
2026-05-15,DS-P047,FER-047,Casco de seguridad,Seguridad,2026-05-15,5.0000,4.2500,2.8709,7
2026-05-15,DS-P048,FER-048,Silicón transparente 280 ml,Adhesivos y Selladores,2026-05-15,8.0000,7.0000,7.3773,7
2026-05-15,DS-P049,FER-049,Adhesivo de contacto 1/4 galón,Adhesivos y Selladores,2026-05-15,2.0000,3.7500,6.2555,7
2026-05-15,DS-P050,FER-050,Pegamento epóxico 2 componentes,Adhesivos y Selladores,2026-05-15,3.0000,5.5000,6.3392,7
2026-05-15,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2026-05-15,45.0000,47.0000,52.2695,7
2026-05-15,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2026-05-15,21.0000,26.7500,26.9275,7
2026-05-22,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,2026-05-22,4.0000,4.2500,4.0301,7
2026-05-22,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2026-05-22,35.0000,34.2500,38.3999,7
2026-05-22,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2026-05-22,6.0000,6.2500,7.0052,7
2026-05-22,30cf2d34-7ddc-45a8-9eac-4a9fc4cfa3f5,ELE-001,Cable THHN #12 (rollo 100 m),Eléctrico,2026-05-22,4.0000,3.0000,2.7843,7
2026-05-22,765694c8-9734-462c-a35f-797118e2e09e,PIN-001,Pintura acrílica blanca 1 galón,Pinturas,2026-05-22,13.0000,16.2500,17.6093,7
2026-05-22,92e71d63-18a8-434d-843c-bf74be57070f,HER-002,Cinta métrica 5 m,Herramientas,2026-05-22,23.0000,17.7500,18.2627,7
2026-05-22,9acb88c2-673a-4ca9-b665-b129976958bd,HER-001,Martillo de uña 16 oz,Herramientas,2026-05-22,4.0000,5.2500,7.8113,7
2026-05-22,DS-P010,FER-010,Mortero seco 40 kg,Construcción,2026-05-22,16.0000,23.0000,26.1134,7
2026-05-22,DS-P011,FER-011,Pegamento para cerámica 20 kg,Construcción,2026-05-22,8.0000,9.7500,11.4377,7
2026-05-22,DS-P012,FER-012,Impermeabilizante acrílico 1 galón,Construcción,2026-05-22,5.0000,2.7500,2.8835,7
2026-05-22,DS-P013,FER-013,Malla electrosoldada 6x6 (lámina),Construcción,2026-05-22,3.0000,7.0000,6.2782,7
2026-05-22,DS-P014,FER-014,Alambre de amarre (libra),Construcción,2026-05-22,15.0000,26.0000,22.5555,7
2026-05-22,DS-P015,FER-015,Tomacorriente doble polarizado,Eléctrico,2026-05-22,11.0000,12.7500,13.3017,7
2026-05-22,DS-P016,FER-016,Interruptor sencillo,Eléctrico,2026-05-22,16.0000,16.7500,17.2765,7
2026-05-22,DS-P017,FER-017,Breaker 20 A enchufable,Eléctrico,2026-05-22,8.0000,6.2500,6.3531,7
2026-05-22,DS-P018,FER-018,"Cinta aislante 3/4"" x 20 m",Eléctrico,2026-05-22,24.0000,18.2500,20.7050,7
2026-05-22,DS-P019,FER-019,Bombillo LED 12 W,Eléctrico,2026-05-22,15.0000,22.2500,20.3602,7
2026-05-22,DS-P020,FER-020,"Codo PVC 1/2"" x 90°",Plomería,2026-05-22,41.0000,50.0000,48.2250,7
2026-05-22,DS-P021,FER-021,"Tee PVC 1/2""",Plomería,2026-05-22,27.0000,18.7500,19.8821,7
2026-05-22,DS-P022,FER-022,Pegamento PVC 1/4 galón,Plomería,2026-05-22,11.0000,18.5000,18.7718,7
2026-05-22,DS-P023,FER-023,"Llave de paso 1/2""",Plomería,2026-05-22,11.0000,6.5000,8.0441,7
2026-05-22,DS-P024,FER-024,Grifo metálico para lavamanos,Plomería,2026-05-22,6.0000,1.5000,2.9678,7
2026-05-22,DS-P025,FER-025,"Alicate universal 8""",Herramientas,2026-05-22,1.0000,3.5000,3.6264,7
2026-05-22,DS-P026,FER-026,Destornillador de estrella #2,Herramientas,2026-05-22,4.0000,7.7500,7.0759,7
2026-05-22,DS-P027,FER-027,"Llave ajustable 10""",Herramientas,2026-05-22,10.0000,5.5000,6.9541,7
2026-05-22,DS-P028,FER-028,"Taladro percutor 1/2"" 750 W",Herramientas Eléctricas,2026-05-22,1.0000,1.2500,1.0067,7
2026-05-22,DS-P029,FER-029,"Pulidora angular 4-1/2""",Herramientas Eléctricas,2026-05-22,0.0000,0.7500,0.9482,7
2026-05-22,DS-P030,FER-030,"Sierra circular 7-1/4""",Herramientas Eléctricas,2026-05-22,0.0000,0.7500,0.6724,7
2026-05-22,DS-P031,FER-031,Rotomartillo SDS 800 W,Herramientas Eléctricas,2026-05-22,0.0000,0.5000,0.8163,7
2026-05-22,DS-P032,FER-032,Pintura de aceite color 1 galón,Pinturas,2026-05-22,3.0000,3.0000,2.3134,7
2026-05-22,DS-P033,FER-033,Diluyente (thinner) 1 galón,Pinturas,2026-05-22,3.0000,6.7500,10.9200,7
2026-05-22,DS-P034,FER-034,"Brocha 3""",Pinturas,2026-05-22,12.0000,18.5000,18.5869,7
2026-05-22,DS-P035,FER-035,"Rodillo 9"" con bandeja",Pinturas,2026-05-22,10.0000,11.5000,9.6221,7
2026-05-22,DS-P036,FER-036,"Clavo de acero 2-1/2"" (libra)",Tornillería,2026-05-22,23.0000,35.5000,44.7594,7
2026-05-22,DS-P037,FER-037,"Perno hexagonal 3/8"" x 3"" con tuerca",Tornillería,2026-05-22,16.0000,13.2500,16.3224,7
2026-05-22,DS-P038,FER-038,"Taquete plástico 1/4"" (bolsa 100 u)",Tornillería,2026-05-22,9.0000,10.2500,8.0489,7
2026-05-22,DS-P039,FER-039,"Bisagra de acero 3"" (par)",Cerrajería,2026-05-22,9.0000,9.0000,8.6356,7
2026-05-22,DS-P040,FER-040,Cerradura de pomo para puerta,Cerrajería,2026-05-22,6.0000,3.0000,2.4865,7
2026-05-22,DS-P041,FER-041,Pala cuadrada con mango,Jardinería,2026-05-22,2.0000,3.2500,4.7315,7
2026-05-22,DS-P042,FER-042,"Machete 22""",Jardinería,2026-05-22,13.0000,7.5000,6.4569,7
2026-05-22,DS-P043,FER-043,Rastrillo metálico 16 dientes,Jardinería,2026-05-22,6.0000,1.7500,2.4248,7
2026-05-22,DS-P044,FER-044,"Manguera de jardín 1/2"" x 15 m",Jardinería,2026-05-22,4.0000,2.7500,1.3456,7
2026-05-22,DS-P045,FER-045,Guantes de cuero (par),Seguridad,2026-05-22,8.0000,9.2500,11.3835,7
2026-05-22,DS-P046,FER-046,Lentes de seguridad claros,Seguridad,2026-05-22,9.0000,4.5000,5.2128,7
2026-05-22,DS-P047,FER-047,Casco de seguridad,Seguridad,2026-05-22,5.0000,4.2500,4.8006,7
2026-05-22,DS-P048,FER-048,Silicón transparente 280 ml,Adhesivos y Selladores,2026-05-22,3.0000,7.0000,6.9794,7
2026-05-22,DS-P049,FER-049,Adhesivo de contacto 1/4 galón,Adhesivos y Selladores,2026-05-22,4.0000,2.5000,5.6131,7
2026-05-22,DS-P050,FER-050,Pegamento epóxico 2 componentes,Adhesivos y Selladores,2026-05-22,3.0000,5.2500,5.2044,7
2026-05-22,ccc1fa5f-09b9-486c-8a74-3dfa0298911a,CEM-001,Cemento gris 42.5 kg,Construcción,2026-05-22,40.0000,44.7500,47.3406,7
2026-05-22,e6d66d11-b7e0-4153-81fa-62a11cef4515,PLO-001,"Tubo PVC 1/2"" x 6 m",Plomería,2026-05-22,42.0000,25.5000,24.4751,7
2026-05-29,0952bcea-dcc1-484d-b422-b1a41871f4be,CER-001,Candado de bronce 40 mm,Cerrajería,2026-05-29,9.0000,4.7500,4.6637,7
2026-05-29,0b4327ce-a267-40d8-bc6b-74ab7d775d30,TOR-001,"Tornillo para madera 1"" (caja 100 u)",Tornillería,2026-05-29,23.0000,33.2500,32.3940,7
2026-05-29,126b5449-9df4-496e-a1b9-f527a5ea0c0a,CER-023,Candado de bronce 40 mm,Cerrajería,2026-05-29,5.0000,7.0000,6.8654,7
